,nsub,xgb_8020_weights,xgb_joblib8020_max_delta_1,xgb_8020_weights_sqrt,xgb_8020_800_est,xgb_joblib8020_max_delta_5,success
1691,1,1,2,2,2,2,2
1692,1,1,1,1,1,1,1
1693,1,1,1,1,1,1,1
1694,1,4,1,1,1,1,2
1695,1,1,1,1,1,1,1
1696,1,1,1,1,1,1,1
1697,1,1,1,1,1,1,1
1698,1,1,1,1,1,1,1
1699,1,2,1,1,1,2,2
1700,1,2,2,2,2,2,3
1701,1,2,1,1,1,1,2
1702,1,2,2,2,1,2,2
1703,1,4,1,1,1,2,2
1704,1,4,1,1,1,1,2
1705,1,1,2,2,1,1,2
1706,1,6,2,2,2,2,3
1707,1,2,1,2,2,1,2
1708,1,1,1,1,1,1,1
1709,1,1,1,1,1,1,1
1710,1,1,1,1,1,1,1
1711,1,2,1,1,1,1,2
1712,1,1,1,1,1,1,1
1713,1,1,1,1,1,1,1
1714,1,2,2,2,2,2,3
1715,1,3,1,2,1,1,2
1716,1,24,2,1,2,1,2
1717,1,1,1,1,1,1,1
1718,1,1,2,2,2,2,2
1719,1,1,1,1,1,1,1
1720,1,6,1,1,1,1,2
1721,1,1,1,1,1,1,1
1722,1,2,1,1,1,1,2
1723,1,2,1,1,1,1,2
1724,1,4,1,1,1,2,2
1725,1,1,1,1,1,1,1
1726,1,1,1,1,1,1,1
1727,1,2,1,1,1,2,2
1728,1,6,1,1,1,1,2
1729,1,24,1,1,1,1,2
1730,1,6,2,3,2,3,3
1731,1,6,3,3,3,2,3
1732,1,6,3,3,3,2,3
1733,1,1,1,1,1,1,1
1734,1,1,1,1,1,1,1
1735,1,3,1,1,1,1,2
1736,1,1,1,1,1,1,1
1737,1,1,2,1,1,1,2
1738,1,1,1,2,1,1,2
1739,1,1,1,1,1,1,1
1740,1,1,1,1,1,1,1
1741,1,2,2,2,2,2,3
1742,1,1,1,1,1,1,1
1743,1,1,1,1,1,1,1
1744,1,2,2,2,2,1,2
1745,1,2,1,1,2,1,2
1746,1,4,1,1,1,1,2
1747,1,1,1,1,1,1,1
1748,1,1,1,1,1,1,1
1749,1,1,1,1,1,1,1
1750,1,1,1,1,1,1,1
1751,1,1,1,1,1,1,1
1752,1,1,1,1,1,1,1
1753,1,2,1,1,1,1,2
1754,1,2,1,1,1,1,2
1755,1,1,1,1,1,1,1
1756,1,1,1,1,1,1,1
1757,1,1,1,1,1,1,1
1758,1,1,1,1,1,1,1
1759,1,1,1,1,1,1,1
1760,1,1,1,1,1,1,1
1761,1,1,1,1,1,1,1
1762,1,6,1,1,1,1,2
1763,1,2,2,2,2,2,3
1764,1,3,1,1,1,1,2
1765,1,10,1,1,1,1,2
1766,1,1,1,1,1,1,1
1767,1,2,2,1,1,1,2
1768,1,1,1,1,1,1,1
1769,1,2,2,2,2,2,3
1770,1,1,1,1,1,1,1
1771,1,3,2,2,2,2,3
1772,1,3,2,2,2,2,3
1773,1,1,1,1,1,1,1
1774,1,1,1,1,1,1,1
1775,1,1,2,2,2,2,2
1776,1,1,2,1,2,2,2
1777,1,2,2,2,2,2,3
1778,1,1,1,1,1,1,1
1779,1,1,1,1,1,1,1
1780,1,1,1,1,1,1,1
1781,1,2,1,1,1,1,2
1782,1,1,1,1,1,1,1
1783,1,2,1,1,1,1,2
1784,1,2,2,2,1,2,2
1785,1,2,2,2,1,2,2
1786,1,2,2,2,1,2,2
1787,1,1,1,1,1,1,1
1788,1,1,1,1,1,1,1
1789,1,1,1,1,1,1,1
1790,1,2,2,1,1,1,2
1791,1,1,1,1,1,1,1
1792,1,1,1,1,1,1,1
1793,1,1,2,2,1,2,2
1794,1,1,1,1,1,1,1
1795,1,1,1,1,1,1,1
1796,1,1,1,1,1,1,1
1797,1,2,1,2,1,1,2
1798,1,1,1,1,1,1,1
1799,1,1,1,1,1,1,1
1800,1,1,1,1,1,1,1
1801,1,1,1,1,1,1,1
1802,1,1,1,1,1,1,1
1803,1,1,1,1,1,1,1
1804,1,1,1,1,1,1,1
1805,1,1,1,1,1,1,1
1806,1,3,1,1,1,1,2
1807,1,1,1,1,1,1,1
1808,1,1,1,1,1,1,1
1809,1,1,1,1,1,1,1
1810,1,1,1,1,1,1,1
1811,1,1,1,1,1,1,1
1812,1,1,1,1,1,1,1
1813,1,1,1,1,1,1,1
1814,1,1,1,1,1,1,1
1815,1,1,1,1,1,1,1
1816,1,1,1,1,1,1,1
1817,1,1,1,1,1,1,1
1818,1,1,1,1,1,1,1
1819,1,1,1,1,1,1,1
1820,1,1,1,1,1,1,1
1821,1,1,1,1,1,1,1
1822,1,1,1,1,1,1,1
1823,1,1,1,1,1,1,1
1824,1,3,1,1,1,1,2
1825,1,1,2,2,2,2,2
1826,1,2,2,2,2,2,3
1827,1,1,1,1,1,1,1
1828,1,1,1,1,1,1,1
1829,1,1,1,1,2,1,2
1830,1,2,1,1,1,1,2
1831,1,2,1,1,1,1,2
1832,1,2,2,2,2,2,3
1833,1,1,2,2,2,2,2
1834,1,1,2,2,2,2,2
1835,1,1,2,2,2,2,2
1836,1,1,1,1,1,1,1
1837,1,1,1,1,1,1,1
1838,1,1,1,1,1,1,1
1839,1,1,1,1,1,1,1
1840,1,1,1,1,1,1,1
1841,1,1,1,1,1,1,1
1842,1,1,1,1,1,1,1
1843,1,1,1,1,1,1,1
1844,1,1,1,1,1,1,1
1845,1,1,1,1,1,1,1
1846,1,1,1,2,1,1,2
1847,1,2,1,2,2,2,2
1848,1,1,1,1,1,1,1
1849,1,1,1,1,1,1,1
1850,1,2,1,1,1,1,2
1851,1,3,1,1,1,1,2
1852,1,2,2,2,2,2,3
1853,1,1,1,1,2,1,2
1854,1,1,1,1,2,1,2
1855,1,1,1,1,1,1,1
1856,1,1,1,1,1,1,1
1857,1,2,1,1,1,1,2
1858,1,1,1,1,1,1,1
1859,1,1,1,1,1,1,1
1860,1,2,2,2,2,2,3
1861,1,2,2,1,1,1,2
1862,1,1,1,1,1,1,1
1863,1,1,1,1,1,1,1
1864,1,2,2,2,2,2,3
1865,1,1,1,1,1,1,1
1866,1,1,1,1,1,1,1
1867,1,1,1,1,1,1,1
1868,1,1,1,1,1,1,1
1869,1,3,1,1,1,1,2
1870,1,1,1,1,1,1,1
1871,1,5,1,1,1,2,2
1872,1,5,2,2,2,2,3
1873,1,1,1,1,1,1,1
1874,1,4,2,1,2,2,2
1875,1,3,2,2,2,2,3
1876,1,1,1,1,1,1,1
1877,1,1,1,1,1,1,1
1878,1,1,1,1,1,1,1
1879,1,1,1,1,1,1,1
1880,1,1,1,1,1,1,1
1881,1,4,1,1,1,1,2
1882,1,3,2,2,2,1,2
1883,1,1,1,1,1,1,1
1884,1,3,2,1,1,2,2
1885,1,1,1,1,1,1,1
1886,1,1,1,1,1,1,1
1887,1,1,1,1,1,1,1
1888,1,2,2,2,1,1,2
1889,1,3,1,2,1,2,2
1890,1,1,1,1,1,1,1
1891,1,1,1,1,1,1,1
1892,1,1,1,1,1,1,1
1893,1,1,1,1,1,1,1
1894,1,1,1,1,1,1,1
1895,1,1,1,1,1,1,1
1896,1,1,1,1,1,1,1
1897,1,1,1,1,1,1,1
1898,1,1,1,1,1,1,1
1899,1,1,1,1,1,1,1
1900,1,5,1,1,1,1,2
1901,1,2,1,2,1,1,2
1902,1,1,1,1,1,1,1
1903,1,2,1,1,1,1,2
1904,1,1,1,1,1,1,1
1905,1,2,2,2,2,2,3
1906,1,2,2,2,1,1,2
1907,1,3,1,1,1,1,2
1908,1,1,1,1,1,1,1
1909,1,2,2,2,2,2,3
1910,1,6,1,1,1,1,2
1911,1,1,1,1,1,1,1
1912,1,1,1,1,1,1,1
1913,1,1,1,1,1,1,1
1914,1,3,2,2,2,1,2
1915,1,7,1,1,1,1,2
1916,1,1,1,1,1,1,1
1917,1,1,1,1,1,1,1
1918,1,1,1,1,1,1,1
1919,1,1,1,1,1,1,1
1920,1,1,2,2,2,1,2
1921,1,6,1,1,2,1,2
1922,1,1,1,2,2,2,2
1923,1,1,2,2,2,2,2
1924,1,1,1,1,1,1,1
1925,1,1,1,1,1,1,1
1926,1,1,1,2,1,2,2
1927,1,1,1,1,1,1,1
1928,1,3,1,1,1,1,2
1929,1,1,1,1,2,1,2
1930,1,1,1,1,1,1,1
1931,1,1,1,1,1,1,1
1932,1,1,1,1,1,1,1
1933,1,3,1,1,2,1,2
1934,1,1,1,1,1,1,1
1935,1,2,2,2,2,2,3
1936,1,1,1,1,1,1,1
1937,1,1,2,2,2,2,2
1938,1,1,1,1,1,1,1
1939,1,2,1,1,1,1,2
1940,1,1,1,1,1,1,1
1941,1,1,1,1,2,1,2
1942,1,3,2,2,2,2,3
1943,1,1,1,1,1,1,1
1944,1,2,2,2,1,1,2
1945,1,1,1,1,2,1,2
1946,1,1,1,1,1,1,1
1947,1,1,1,1,1,1,1
1948,1,2,2,2,2,2,3
1949,1,6,1,1,1,1,2
1950,1,1,1,1,1,1,1
1951,1,1,1,1,1,1,1
1952,1,1,1,1,1,1,1
1953,1,2,1,1,1,1,2
1954,1,24,1,2,1,1,2
1955,1,1,2,1,1,1,2
1956,1,1,1,1,1,1,1
1957,1,1,1,1,1,1,1
1958,1,2,2,2,2,2,3
1959,1,12,1,2,2,1,2
1960,1,2,2,2,2,2,3
1961,1,2,2,2,2,2,3
1962,1,3,1,1,1,1,2
1963,1,1,1,1,1,1,1
1964,1,12,2,2,2,2,3
1965,1,1,1,1,1,1,1
1966,1,1,1,1,1,1,1
1967,1,2,2,2,2,2,3
1968,1,2,2,2,2,2,3
1969,1,1,1,1,1,1,1
1970,1,2,1,1,1,1,2
1971,1,2,1,1,1,1,2
1972,1,1,1,1,1,1,1
1973,1,2,2,1,1,1,2
1974,1,2,1,1,1,1,2
1975,1,1,1,1,1,1,1
1976,1,2,2,1,1,2,2
1977,1,2,1,2,2,1,2
1978,1,2,2,2,2,2,3
1979,1,2,2,2,2,2,3
1980,1,1,2,2,1,1,2
1981,1,6,1,1,1,1,2
1982,1,1,2,1,2,2,2
1983,1,1,1,1,1,1,1
1984,1,2,1,1,1,1,2
1985,1,1,1,1,1,1,1
1986,1,2,1,2,2,2,2
1987,1,1,1,1,1,1,1
1988,1,3,2,1,1,1,2
1989,1,1,1,1,1,1,1
1990,1,2,2,2,2,2,3
1991,1,1,1,1,1,1,1
1992,1,2,2,2,2,2,3
1993,1,2,2,2,2,2,3
1994,1,1,1,1,1,1,1
1995,1,2,2,2,2,2,3
1996,1,1,1,1,1,1,1
1997,1,1,1,1,1,1,1
1998,1,1,2,1,1,1,2
1999,1,1,1,2,2,1,2
2000,1,1,1,1,1,1,1
2001,1,1,1,1,1,1,1
2002,1,1,1,1,1,1,1
2003,1,1,1,1,1,1,1
2004,1,1,1,1,1,1,1
2005,1,1,1,1,1,1,1
2006,1,1,1,2,2,2,2
2007,1,2,1,2,2,2,2
2008,1,2,1,1,1,1,2
2009,1,2,1,1,1,1,2
2010,1,2,1,1,1,1,2
2011,1,2,1,1,1,1,2
2012,1,2,1,1,1,1,2
2013,1,1,1,1,1,1,1
2014,1,1,1,1,1,1,1
2015,1,2,2,1,1,1,2
2016,1,1,1,1,1,1,1
2017,1,1,1,1,1,1,1
2018,1,1,1,1,1,1,1
2019,1,1,2,2,2,2,2
2020,1,1,1,1,1,1,1
2021,1,2,2,2,2,2,3
2022,1,1,2,2,1,2,2
2023,1,7,1,1,1,1,2
2024,1,1,2,2,2,2,2
2025,1,1,1,2,2,2,2
2026,1,5,2,2,2,2,3
2027,1,3,1,1,1,1,2
2028,1,1,1,1,1,1,1
2029,1,2,1,1,1,1,2
2030,1,1,1,1,1,1,1
2031,1,5,1,2,1,2,2
2032,1,2,1,1,1,1,2
2033,1,1,1,1,1,1,1
2034,1,1,1,1,1,1,1
2035,1,3,1,1,1,1,2
2036,1,1,1,1,1,1,1
2037,1,1,1,1,1,1,1
2038,1,1,1,1,1,1,1
2039,1,6,1,1,1,1,2
2040,1,1,2,1,1,2,2
2041,1,5,1,1,1,1,2
2042,1,1,1,1,1,1,1
2043,1,1,1,1,1,1,1
2044,1,2,2,2,2,2,3
2045,1,24,2,1,2,2,2
2046,1,1,1,1,1,1,1
2047,1,1,1,1,1,1,1
2048,1,1,1,1,1,1,1
2049,1,2,1,1,1,1,2
2050,1,1,1,1,1,1,1
2051,1,1,1,1,1,1,1
2052,1,1,1,1,1,1,1
2053,1,2,2,2,2,2,3
2054,1,1,1,1,1,1,1
2055,1,1,1,1,1,1,1
2056,1,1,1,1,1,1,1
2057,1,1,1,1,1,1,1
2058,1,1,1,1,1,1,1
2059,1,1,1,1,1,1,1
2060,1,1,1,1,1,1,1
2061,1,3,1,1,1,1,2
2062,1,1,2,2,2,2,2
2063,1,1,1,2,1,1,2
2064,1,2,2,1,2,2,2
2065,1,2,1,1,1,2,2
2066,1,1,1,1,1,1,1
2067,1,1,1,1,1,1,1
2068,1,1,1,1,1,1,1
2069,1,2,2,1,1,1,2
2070,1,2,2,2,2,1,2
2071,1,2,2,2,2,2,3
2072,1,6,1,2,1,1,2
2073,1,1,1,1,1,1,1
2074,1,1,1,2,1,1,2
2075,1,1,1,2,1,2,2
2076,1,1,1,1,1,1,1
2077,1,2,1,1,1,1,2
2078,1,2,2,2,2,2,3
2079,1,2,2,2,2,2,3
2080,1,1,2,2,2,2,2
2081,1,3,1,1,1,1,2
2082,1,1,1,2,2,1,2
2083,1,2,1,1,1,1,2
2084,1,1,1,1,1,1,1
2085,1,12,1,2,2,2,2
2086,1,1,1,1,1,1,1
2087,1,3,1,1,1,1,2
2088,1,1,1,1,1,1,1
2089,1,6,2,2,2,2,3
2090,1,4,1,1,1,1,2
2091,1,1,1,1,1,1,1
2092,1,1,1,1,1,1,1
2093,1,2,2,2,2,2,3
2094,1,1,1,1,1,1,1
2095,1,1,1,1,1,1,1
2096,1,1,1,1,1,2,2
2097,1,2,1,2,1,2,2
2098,1,2,2,2,2,2,3
2099,1,6,1,1,1,1,2
2100,1,6,1,1,1,1,2
2101,1,3,1,1,1,1,2
2102,1,2,1,2,1,2,2
2103,1,1,1,1,1,1,1
2104,1,3,1,1,1,1,2
2105,1,1,1,1,1,1,1
2106,1,2,2,2,2,2,3
2107,1,1,1,1,1,1,1
2108,1,2,1,2,2,1,2
2109,1,1,1,1,1,1,1
2110,1,3,2,1,2,2,2
2111,1,1,1,1,1,1,1
2112,1,6,6,1,6,4,2
2113,1,3,1,1,1,1,2
2114,1,2,1,1,1,1,2
2115,1,1,1,1,1,1,1
2116,1,2,1,1,1,1,2
2117,1,1,1,1,1,1,1
2118,1,2,1,1,1,1,2
2119,1,1,1,1,1,1,1
2120,1,1,2,2,2,2,2
2121,1,1,1,1,1,1,1
2122,1,2,2,2,2,2,3
2123,1,2,1,1,2,1,2
2124,1,6,1,1,2,1,2
2125,1,1,1,1,1,1,1
2126,1,1,1,1,1,1,1
2127,1,2,2,2,2,1,2
2128,1,2,1,1,1,1,2
2129,1,2,1,1,1,2,2
2130,1,1,2,2,1,2,2
2131,1,2,2,2,1,1,2
2132,1,2,1,2,1,1,2
2133,1,1,1,1,1,1,1
2134,1,1,1,1,1,1,1
2135,1,1,1,1,1,2,2
2136,1,2,1,1,1,2,2
2137,1,2,2,2,2,2,3
2138,1,2,1,1,1,1,2
2139,1,1,1,1,1,1,1
2140,1,1,1,1,1,1,1
2141,1,1,1,1,1,1,1
2142,1,2,2,2,2,2,3
2143,1,1,1,3,1,1,2
2144,1,2,2,2,2,2,3
2145,1,2,2,2,2,2,3
2146,1,2,2,2,2,2,3
2147,1,2,2,2,2,2,3
2148,1,2,2,2,2,2,3
2149,1,2,2,2,2,2,3
2150,1,2,2,2,2,2,3
2151,1,2,2,2,2,2,3
2152,1,2,2,2,2,2,3
2153,1,1,1,2,1,2,2
2154,1,2,1,2,2,2,2
2155,1,1,1,1,1,1,1
2156,1,1,1,1,1,1,1
2157,1,2,1,2,1,2,2
2158,1,2,1,2,2,2,2
2159,1,2,1,1,1,1,2
2160,1,1,1,1,1,2,2
2161,1,1,1,1,1,1,1
2162,1,1,1,2,1,1,2
2163,1,2,1,2,1,1,2
2164,1,2,2,1,1,1,2
2165,1,2,2,2,1,2,2
2166,1,1,1,1,2,2,2
2167,1,1,1,2,1,1,2
2168,1,4,2,2,2,2,3
2169,1,2,2,2,1,1,2
2170,1,1,1,1,2,1,2
2171,1,3,2,3,1,1,2
2172,1,1,1,1,1,1,1
2173,1,1,1,1,1,1,1
2174,1,1,1,1,1,1,1
2175,1,5,1,1,1,1,2
2176,1,1,1,1,1,1,1
2177,1,1,1,1,1,1,1
2178,1,1,1,1,1,1,1
2179,1,1,1,1,1,1,1
2180,1,1,1,1,1,1,1
2181,1,1,1,1,1,1,1
2182,1,5,1,1,1,1,2
2183,1,1,1,1,1,1,1
2184,1,1,1,1,1,1,1
2185,1,5,1,1,1,1,2
2186,1,5,1,1,1,1,2
2187,1,5,1,1,1,1,2
2188,1,5,1,1,1,1,2
2189,1,5,1,1,1,1,2
2190,1,5,1,1,1,1,2
2191,1,5,1,1,1,1,2
2192,1,1,1,1,1,1,1
2193,1,5,1,1,1,1,2
2194,1,5,1,1,1,1,2
2195,1,5,1,1,1,1,2
2196,1,1,1,1,1,1,1
2197,1,2,2,2,2,2,3
2198,1,1,1,1,1,1,1
2199,1,1,1,2,1,1,2
2200,1,1,1,1,1,1,1
2201,1,1,1,2,1,1,2
2202,1,1,1,1,1,1,1
2203,1,1,2,2,1,1,2
2204,1,1,1,1,1,1,1
2205,1,1,1,1,1,1,1
2206,1,2,2,2,2,2,3
2207,1,2,1,2,2,2,2
2208,1,1,1,1,1,1,1
2209,1,2,1,1,1,1,2
2210,1,1,1,1,1,1,1
2211,1,1,2,1,1,1,2
2212,1,2,1,1,1,1,2
2213,1,1,1,1,1,1,1
2214,1,1,1,1,1,1,1
2215,1,10,2,2,2,2,3
2216,1,1,1,1,1,1,1
2217,1,2,1,1,1,1,2
2218,1,1,1,1,1,1,1
2219,1,1,1,1,1,1,1
2220,1,1,1,1,1,1,1
2221,1,1,1,1,1,1,1
2222,1,3,1,1,1,1,2
2223,1,3,1,2,1,1,2
2224,1,2,2,1,1,1,2
2225,1,1,1,1,1,1,1
2226,1,6,1,1,2,1,2
2227,1,2,1,1,1,1,2
2228,1,2,1,1,1,1,2
2229,1,8,2,2,2,2,3
2230,1,2,2,2,2,2,3
2231,1,2,2,2,2,2,3
2232,1,6,1,1,1,1,2
2233,1,1,1,1,1,1,1
2234,1,1,1,1,1,1,1
2235,1,1,2,2,1,1,2
2236,1,1,1,1,1,1,1
2237,1,1,1,1,1,1,1
2238,1,2,2,2,1,1,2
2239,1,2,1,2,1,1,2
2240,1,1,1,1,1,1,1
2241,1,2,1,1,1,1,2
2242,1,1,1,1,1,1,1
2243,1,1,1,1,1,1,1
2244,1,2,2,2,2,1,2
2245,1,2,1,1,1,1,2
2246,1,2,1,1,1,1,2
2247,1,2,1,1,2,2,2
2248,1,12,1,1,1,1,2
2249,1,2,2,1,1,1,2
2250,1,2,2,2,2,2,3
2251,1,2,1,1,1,1,2
2252,1,1,1,1,1,1,1
2253,1,6,1,1,1,1,2
2254,1,1,1,1,1,1,1
2255,1,3,1,1,1,1,2
2256,1,1,1,1,1,1,1
2257,1,1,1,1,1,1,1
2258,1,2,1,2,2,2,2
2259,1,1,2,2,1,1,2
2260,1,2,1,2,1,2,2
2261,1,1,2,1,2,2,2
2262,1,1,1,2,2,2,2
2263,1,1,1,2,1,2,2
2264,1,1,1,2,1,1,2
2265,1,1,1,1,1,1,1
2266,1,2,1,2,1,1,2
2267,1,1,1,1,1,1,1
2268,1,12,1,4,2,1,2
2269,1,1,1,1,1,1,1
2270,1,2,1,2,1,2,2
2271,1,1,1,1,1,2,2
2272,1,1,1,1,1,2,2
2273,1,1,2,1,2,2,2
2274,1,1,2,1,2,2,2
2275,1,2,2,2,2,2,3
2276,1,6,1,6,6,1,2
2277,1,1,1,1,1,1,1
2278,1,2,1,2,1,1,2
2279,1,3,1,1,1,1,2
2280,1,2,2,1,2,2,2
2281,1,2,2,2,1,1,2
2282,1,1,1,1,1,1,1
2283,1,1,1,1,1,1,1
2284,1,2,1,1,1,1,2
2285,1,1,1,1,1,1,1
2286,1,2,1,2,2,2,2
2287,1,3,2,2,2,1,2
2288,1,3,2,2,2,1,2
2289,1,3,2,2,2,1,2
2290,1,1,1,1,1,1,1
2291,1,1,1,1,1,1,1
2292,1,1,1,1,1,1,1
2293,1,1,1,1,1,1,1
2294,1,2,2,2,2,1,2
2295,1,3,1,3,1,1,2
2296,1,24,1,2,1,1,2
2297,1,3,1,1,2,1,2
2298,1,1,2,1,1,1,2
2299,1,1,1,1,1,1,1
2300,1,6,1,1,1,1,2
2301,1,6,1,1,1,1,2
2302,1,6,1,1,1,1,2
2303,1,1,2,2,2,2,2
2304,1,1,1,1,1,1,1
2305,1,1,1,1,1,1,1
2306,1,4,2,1,1,1,2
2307,1,3,1,1,1,1,2
2308,1,2,2,2,2,2,3
2309,1,1,1,1,1,1,1
2310,1,1,1,1,1,1,1
2311,1,1,1,1,1,1,1
2312,1,1,1,1,1,1,1
2313,1,2,2,2,2,1,2
2314,1,3,1,1,1,1,2
2315,1,5,1,2,1,2,2
2316,1,1,1,1,1,1,1
2317,1,2,1,1,2,1,2
2318,1,1,1,1,1,1,1
2319,1,1,1,1,1,1,1
2320,1,1,2,1,1,1,2
2321,1,5,2,2,2,2,3
2322,1,3,1,1,1,1,2
2323,1,3,1,1,1,1,2
2324,1,2,1,1,1,1,2
2325,1,12,1,1,1,2,2
2326,1,2,1,1,2,1,2
2327,1,1,1,1,1,1,1
2328,1,1,1,1,1,1,1
2329,1,24,1,1,2,1,2
2330,1,1,1,1,1,1,1
2331,1,1,1,1,1,1,1
2332,1,1,1,1,1,1,1
2333,1,1,1,1,1,1,1
2334,1,2,1,1,1,1,2
2335,1,1,1,1,1,1,1
2336,1,1,1,1,1,1,1
2337,1,1,1,1,1,1,1
2338,1,1,1,2,2,2,2
2339,1,12,2,2,2,2,3
2340,1,1,1,1,1,1,1
2341,1,2,2,2,2,2,3
2342,1,1,2,2,1,2,2
2343,1,2,2,2,2,2,3
2344,1,2,1,1,1,1,2
2345,1,1,1,1,1,1,1
2346,1,2,2,2,2,2,3
2347,1,2,1,1,1,2,2
2348,1,1,2,1,1,2,2
2349,1,1,1,1,1,1,1
2350,1,2,1,1,1,1,2
2351,1,1,1,1,1,1,1
2352,1,6,2,2,1,2,2
2353,1,2,1,1,1,1,2
2354,1,1,1,1,1,1,1
2355,1,1,1,1,1,1,1
2356,1,1,1,1,1,1,1
2357,1,14,1,1,1,1,2
2358,1,2,1,1,1,1,2
2359,1,1,1,1,1,1,1
2360,1,1,1,1,1,1,1
2361,1,1,1,1,1,1,1
2362,1,1,1,1,1,1,1
2363,1,1,1,2,1,1,2
2364,1,5,1,2,2,2,2
2365,1,4,1,1,1,1,2
2366,1,1,1,2,2,1,2
2367,1,2,2,2,2,2,3
2368,1,1,1,1,1,1,1
2369,1,1,1,1,1,1,1
2370,1,1,1,1,1,1,1
2371,1,1,1,1,1,1,1
2372,1,3,2,1,2,2,2
2373,1,3,1,1,1,1,2
2374,1,1,1,1,1,1,1
2375,1,3,2,2,1,1,2
2376,1,3,2,2,1,1,2
2377,1,1,1,1,1,1,1
2378,1,2,1,1,1,1,2
2379,1,1,1,1,1,1,1
2380,1,6,1,2,1,1,2
2381,1,1,1,1,1,1,1
2382,1,1,1,1,1,1,1
2383,1,2,1,1,2,1,2
2384,1,2,1,1,1,1,2
2385,1,1,1,1,1,1,1
2386,1,2,2,2,2,2,3
2387,1,1,1,1,1,1,1
2388,1,2,2,1,2,1,2
2389,1,1,1,1,1,1,1
2390,1,1,1,1,1,1,1
2391,4,4,2,4,2,2,2
2392,3,6,2,6,2,2,3
2393,3,6,2,6,2,4,3
2394,3,6,6,6,2,4,3
2395,4,2,1,2,1,2,3
2396,3,4,2,4,1,2,3
2397,3,3,3,3,3,3,1
2398,4,4,4,4,4,4,1
2399,3,1,1,1,1,1,3
2400,3,1,1,1,1,1,3
2401,3,3,1,3,1,1,2
2402,3,3,1,3,1,1,2
2403,3,3,2,3,1,1,2
2404,3,3,3,3,3,3,1
2405,3,3,2,3,1,3,2
2406,3,3,1,3,1,1,2
2407,3,3,1,3,1,1,2
2408,3,3,1,3,1,1,2
2409,3,3,3,3,1,1,2
2410,3,3,1,3,1,1,2
2411,3,3,1,3,1,1,2
2412,3,3,3,3,1,1,2
2413,3,3,1,3,3,1,2
2414,3,3,1,3,1,1,2
2415,3,3,1,3,1,1,2
2416,3,3,1,3,1,1,2
2417,3,3,1,3,3,3,2
2418,3,3,3,3,1,1,2
2419,4,2,1,4,4,2,2
2420,3,3,3,3,3,3,1
2421,4,4,4,4,4,4,1
2422,3,4,2,2,2,2,3
2423,6,2,2,2,2,2,3
2424,4,2,2,2,2,2,3
2425,4,3,1,2,2,3,3
2426,4,4,4,3,4,4,2
2427,4,2,1,4,4,2,2
2428,6,1,1,2,1,1,3
2429,5,5,5,5,5,5,1
2430,5,5,5,5,5,5,1
2431,5,5,5,5,5,5,1
2432,5,5,5,5,2,5,2
2433,5,5,5,5,5,5,1
2434,4,4,4,4,4,4,1
2435,4,6,2,2,2,2,3
2436,3,6,2,2,2,2,3
2437,3,6,2,2,2,2,3
2438,3,2,2,6,2,2,3
2439,3,6,2,2,2,2,3
2440,3,6,2,2,2,2,3
2441,3,6,2,2,2,2,3
2442,3,6,2,2,2,2,3
2443,3,6,2,2,2,2,3
2444,3,6,2,6,2,2,3
2445,3,6,2,6,2,2,3
2446,3,6,2,2,2,2,3
2447,3,6,2,2,2,2,3
2448,3,6,2,2,2,2,3
2449,3,6,2,6,2,2,3
2450,3,3,3,3,3,1,2
2451,3,3,1,3,3,1,2
2452,3,3,1,3,3,1,2
2453,3,3,3,3,2,3,2
2454,5,2,2,2,2,2,3
2455,6,6,2,4,2,10,2
2456,6,6,6,2,2,4,2
2457,3,4,2,4,1,2,3
2458,4,3,3,3,3,3,3
2459,3,6,6,6,2,4,3
2460,3,1,1,1,1,1,3
2461,3,3,3,3,3,3,1
2462,4,4,1,1,2,2,2
2463,4,2,2,2,2,4,2
2464,4,2,2,2,2,2,3
2465,4,2,2,2,2,2,3
2466,8,4,4,8,2,8,2
2467,4,3,3,3,3,3,3
2468,4,3,3,3,3,3,3
2469,3,3,1,3,1,1,2
2470,8,3,3,3,1,3,3
2471,4,6,1,2,1,1,3
2472,3,3,2,2,2,2,2
2473,10,6,12,4,6,4,3
2474,4,4,2,2,2,2,2
2475,4,4,4,4,4,4,1
2476,3,3,3,3,3,3,1
2477,3,6,4,6,2,4,3
2478,6,6,1,1,2,2,2
2479,6,1,1,1,1,1,3
2480,4,2,2,4,4,4,2
2481,4,4,2,2,4,4,2
2482,4,4,4,2,4,4,2
2483,4,4,4,4,4,2,2
2484,4,4,2,4,2,2,2
2485,3,3,2,2,2,2,2
2486,4,6,1,1,1,1,3
2487,4,2,2,2,2,2,3
2488,4,4,2,2,2,2,2
2489,3,4,4,4,4,4,3
2490,4,4,2,2,2,2,2
2491,12,5,6,2,6,2,3
2492,3,3,3,3,3,3,1
2493,4,2,2,2,2,2,3
2494,4,2,2,2,2,2,3
2495,4,4,2,2,2,2,2
2496,4,4,4,4,4,4,1
2497,3,3,3,3,2,3,2
2498,4,6,2,2,2,2,3
2499,3,6,1,2,4,2,3
2500,3,3,2,3,2,2,2
2501,4,4,4,4,2,4,2
2502,4,4,4,4,4,4,1
2503,4,4,2,2,2,2,2
2504,4,4,4,4,4,4,1
2505,4,4,2,3,4,2,2
2506,4,8,4,4,4,4,2
2507,4,4,4,4,2,2,2
2508,3,3,3,3,2,6,2
2509,3,3,3,3,2,6,2
